query,len,len_bucket,wws_urls
bref euca,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bref%20euca
australian fet,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=australian%20fet
ornament,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=ornament
bond st,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bond%20st
qp,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=qp
maccona latte,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=maccona%20latte
v peac,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=v%20peac
baby powd,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=baby%20powd
soy crackers,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=soy%20crackers
coles freshener,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20freshener
kellogs cereals,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=kellogs%20cereals
washing b,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=washing%20b
nivea facewash,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=nivea%20facewash
wings kg,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=wings%20kg
love bit,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=love%20bit
sweet por,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=sweet%20por
lamb gravy,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=lamb%20gravy
hans turkey,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=hans%20turkey
dark kitkat,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=dark%20kitkat
colgate s,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=colgate%20s
apple mang,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=apple%20mang
eggs free,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=eggs%20free
frozen four,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=frozen%20four
abbots village,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=abbots%20village
white potato,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=white%20potato
macleans milk,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=macleans%20milk
dairy fr,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=dairy%20fr
mince orga,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mince%20orga
mediterranean,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mediterranean
cd,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=cd
bicarbonate,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bicarbonate
san pell,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=san%20pell
scotts pies,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=scotts%20pies
curry hot,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=curry%20hot
tweezer,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=tweezer
natural conditioner,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=natural%20conditioner
chixken,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=chixken
frozen balance,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=frozen%20balance
sunday her,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=sunday%20her
gluten spa,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=gluten%20spa
cocktail tomatoes,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=cocktail%20tomatoes
mix hosiery,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mix%20hosiery
sweetbread,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=sweetbread
eyes bird,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=eyes%20bird
tiora tea,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=tiora%20tea
cheese hava,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=cheese%20hava
self raisif,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=self%20raisif
beckmann,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=beckmann
ice pack,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=ice%20pack
bites,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bites
spspagetti,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=spspagetti
spelt wholemeal,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=spelt%20wholemeal
maize mea,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=maize%20mea
avent bottles,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=avent%20bottles
mexican masterfoods,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mexican%20masterfoods
pants nappies,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=pants%20nappies
veg rice,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=veg%20rice
moconna vanilla,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=moconna%20vanilla
longlighter,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=longlighter
kids greek,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=kids%20greek
milk thermometer,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=milk%20thermometer
tamarind paste,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=tamarind%20paste
country split,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=country%20split
choc cooking,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=choc%20cooking
deli pl,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=deli%20pl
hearty veg,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=hearty%20veg
loreal plum,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=loreal%20plum
self raiseing,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=self%20raiseing
v power,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=v%20power
bakers chocolate,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bakers%20chocolate
corriander pow,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=corriander%20pow
falsies,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=falsies
anri stress,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=anri%20stress
nichols chicken,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=nichols%20chicken
womens shaving,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=womens%20shaving
mortein indoor,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mortein%20indoor
chocolate melts,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=chocolate%20melts
hansels,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=hansels
cotton candy,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=cotton%20candy
canary seeds,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=canary%20seeds
baby broccoli,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=baby%20broccoli
cub walker,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=cub%20walker
coles softener,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20softener
deli tun,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=deli%20tun
bean pas,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bean%20pas
plated meals,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=plated%20meals
diet lime,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=diet%20lime
vodaphone,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=vodaphone
neutrogena suns,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=neutrogena%20suns
mushrooms shitake,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mushrooms%20shitake
sliced hot,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=sliced%20hot
lcm chocolate,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=lcm%20chocolate
loreal con,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=loreal%20con
pizza mix,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=pizza%20mix
epsom salt,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=epsom%20salt
apple pink,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=apple%20pink
raffertys sticks,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=raffertys%20sticks
apes,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=apes
triple butter,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=triple%20butter
wiped,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=wiped
otto,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=otto
optimum healthy,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=optimum%20healthy
appl sauce,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=appl%20sauce
bush tucker,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bush%20tucker
light cheese,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=light%20cheese
scotch bis,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=scotch%20bis
erasable,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=erasable
chili pas,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=chili%20pas
mini mallow,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mini%20mallow
coca sugar,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=coca%20sugar
cotton super,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=cotton%20super
slade,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=slade
pasta sa,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=pasta%20sa
continental no,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=continental%20no
carman bircher,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=carman%20bircher
bao,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bao
leek pie,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=leek%20pie
jorda,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=jorda
macro bread,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=macro%20bread
himala,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=himala
pureharvest muesli,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=pureharvest%20muesli
moutain dew,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=moutain%20dew
onions,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=onions
dentas,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=dentas
toddler,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=toddler
lemon flavouring,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=lemon%20flavouring
coles pre,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20pre
glad,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=glad
moroccan seasoning,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=moroccan%20seasoning
box juice,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=box%20juice
bamboo with,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=bamboo%20with
blackmore probiotic,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=blackmore%20probiotic
mixed beans,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mixed%20beans
coles peanutbutter,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20peanutbutter
ultra gel,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=ultra%20gel
upholstery cleaner,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=upholstery%20cleaner
vaalia yogh,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=vaalia%20yogh
lenonade,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=lenonade
stacey pita,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=stacey%20pita
dishes,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=dishes
juice healthy,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=juice%20healthy
mild sticks,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=mild%20sticks
ant kill,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=ant%20kill
nando rub,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=nando%20rub
buns brioche,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=buns%20brioche
jelly port,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=jelly%20port
cuddle cow,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=cuddle%20cow
grape juice,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=grape%20juice
crunchie nut,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=crunchie%20nut
glass noodle,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=glass%20noodle
cup fruit,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=cup%20fruit
chokoes,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=chokoes
rose chocolate,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=rose%20chocolate
lentil mckenzie,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=lentil%20mckenzie
pear fruit,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=pear%20fruit
machine magic,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=machine%20magic
lomo,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=lomo
breeders choice,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=breeders%20choice
dermeese cream,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=dermeese%20cream
dried fid,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=dried%20fid
pilates ring,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=pilates%20ring
sausage,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=sausage
syurp,1,1,https://www.woolworths.com.au/shop/search/products?searchTerm=syurp
sea weed,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=sea%20weed
hair wrap,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=hair%20wrap
dog salmon,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=dog%20salmon
greek coffee,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=greek%20coffee
organic cider,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=organic%20cider
pockets pita,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=pockets%20pita
elderflower c,2,1,https://www.woolworths.com.au/shop/search/products?searchTerm=elderflower%20c
